State,Crop Type,Rainfall,Temperature,Soil Type,Fertilizer Usage,Area,Yield
West Bengal,Soybean,1081.9,21.1,Loamy,200.7,9.34,4.72
West Bengal,Pulses,942.7,19.3,Loamy,89.6,4.22,3.58
Karnataka,Cotton,552.4,24.9,Clay,119.7,3.94,3.75
Tamil Nadu,Sugarcane,852.8,22.2,Sandy,73.6,3.66,5.85
Rajasthan,Soybean,526.5,27.0,Clay,68.1,2.56,4.21
Maharashtra,Sugarcane,886.7,19.0,Clay,85.0,5.87,6.89
Bihar,Wheat,486.2,30.1,Sandy,81.2,3.13,3.81
Karnataka,Pulses,1032.2,26.6,Sandy,103.4,3.36,4.1
Rajasthan,Rice,994.5,26.9,Clay,80.8,3.42,5.65
West Bengal,Maize,1377.0,33.2,Clay,147.8,2.53,5.09
Andhra Pradesh,Sugarcane,1112.0,23.8,Sandy,88.7,1.0,6.16
Tamil Nadu,Maize,,22.4,Loamy,84.2,3.57,5.93
Uttar Pradesh,Rice,1104.5,23.3,Sandy,104.3,6.25,5.83
West Bengal,Pulses,550.6,25.0,,159.7,4.89,4.19
Maharashtra,Wheat,659.4,25.5,Clay,128.6,7.62,4.59
Bihar,Rice,983.3,21.8,Loamy,116.0,6.0,6.11
Gujarat,Pulses,360.4,15.9,Silt,62.7,5.55,3.1
Uttar Pradesh,Soybean,890.7,23.2,Loamy,74.3,8.27,4.44
Uttar Pradesh,Wheat,644.9,27.8,Loamy,68.9,4.31,5.5
Rajasthan,Soybean,925.3,26.7,Loamy,172.3,4.63,5.3
Bihar,Pulses,630.6,32.0,Peaty,141.2,4.48,3.4
Bihar,Wheat,,35.8,Peaty,85.5,7.59,4.13
Maharashtra,Maize,904.8,29.8,Sandy,97.4,4.51,5.45
Punjab,Cotton,1250.1,32.9,Silt,87.0,3.2,4.24
Andhra Pradesh,Wheat,901.7,29.8,Silt,84.6,5.68,4.79
Rajasthan,Rice,707.8,34.5,Silt,138.4,2.87,4.81
Punjab,Rice,,35.3,Sandy,108.5,5.57,4.28
Andhra Pradesh,Rice,563.9,30.8,Peaty,203.2,5.33,5.85
Andhra Pradesh,Maize,1001.5,29.5,Silt,170.0,4.12,5.13
Maharashtra,Cotton,1047.5,25.0,Loamy,172.4,5.63,4.9
Tamil Nadu,Rice,1517.3,25.8,Clay,146.9,1.52,6.94
Uttar Pradesh,Maize,744.5,24.3,Peaty,103.1,4.83,5.58
Maharashtra,Rice,833.1,29.1,Sandy,143.9,3.57,4.92
Gujarat,Soybean,756.1,22.4,Clay,106.0,10.22,4.42
West Bengal,Rice,953.0,25.0,Peaty,185.2,4.81,6.45
Maharashtra,Pulses,995.4,14.2,Silt,136.2,3.31,2.63
Karnataka,Cotton,886.7,34.6,Sandy,130.5,1.74,2.75
Maharashtra,Soybean,1171.6,24.9,Sandy,125.1,7.11,4.1
Andhra Pradesh,Sugarcane,745.8,28.3,Loamy,189.6,3.8,7.29
Karnataka,Rice,1146.5,33.3,Clay,62.6,2.92,4.93
Punjab,Sugarcane,1034.6,27.5,Sandy,193.5,5.17,6.66
West Bengal,Rice,897.0,33.2,Peaty,112.6,5.8,5.54
Tamil Nadu,Wheat,821.3,19.8,Clay,63.8,5.77,5.38
Tamil Nadu,Rice,1506.7,38.0,Loamy,89.9,4.54,5.17
Punjab,Rice,,31.4,Sandy,54.0,4.82,5.51
Bihar,Wheat,974.5,27.0,Peaty,146.1,4.96,5.64
Karnataka,Wheat,712.4,33.1,Sandy,78.5,5.17,4.3
West Bengal,Pulses,1346.4,20.2,Clay,126.7,5.35,4.29
Andhra Pradesh,Cotton,1121.7,24.6,Silt,165.4,6.69,4.77
Uttar Pradesh,Maize,730.4,33.2,Silt,93.1,4.61,5.02
Rajasthan,Pulses,1028.1,16.7,Clay,109.3,2.87,3.72
Gujarat,Rice,964.4,28.8,Peaty,67.9,4.21,6.21
Tamil Nadu,Maize,770.8,28.7,Sandy,104.5,6.01,4.78
Uttar Pradesh,Soybean,1089.5,35.8,Loamy,223.0,0.93,3.71
Andhra Pradesh,Sugarcane,997.3,18.1,Sandy,151.1,0.94,6.11
Bihar,Maize,953.9,34.0,Peaty,109.4,6.34,5.56
Rajasthan,Rice,889.5,23.2,Clay,95.5,7.54,5.96
West Bengal,Wheat,1007.8,23.8,Sandy,118.3,1.97,4.22
Andhra Pradesh,Wheat,957.3,19.9,Silt,125.2,4.7,4.54
Rajasthan,Rice,914.8,20.6,Silt,103.2,3.7,5.96
Bihar,Soybean,739.7,28.0,Peaty,141.2,3.98,4.39
Rajasthan,Sugarcane,1323.4,20.4,Loamy,81.9,5.11,7.65
Rajasthan,Cotton,637.4,29.7,Sandy,81.7,1.91,3.28
Andhra Pradesh,Soybean,1006.9,22.7,Sandy,134.8,2.29,3.91
Rajasthan,Rice,819.9,19.9,Loamy,73.3,3.9,6.43
Uttar Pradesh,Rice,1339.9,23.4,Silt,149.2,4.21,5.8
Uttar Pradesh,Maize,674.1,27.7,Loamy,119.4,2.25,5.96
Andhra Pradesh,Pulses,716.2,24.6,Sandy,46.9,6.08,3.54
Gujarat,Sugarcane,657.5,26.2,Clay,124.4,3.66,5.95
Gujarat,Soybean,980.9,29.5,Loamy,52.6,3.66,5.24
Maharashtra,Rice,,31.4,Peaty,147.7,5.07,5.98
Bihar,Soybean,780.4,24.4,Clay,110.1,4.24,4.46
Uttar Pradesh,Wheat,361.9,20.8,Clay,194.0,6.17,4.4
Tamil Nadu,Rice,,26.4,,162.9,2.63,5.63
Uttar Pradesh,Cotton,774.9,28.4,Peaty,77.6,1.71,4.82
Bihar,Wheat,528.0,18.7,Loamy,39.2,3.88,4.15
Andhra Pradesh,Pulses,1171.4,21.5,Clay,89.8,4.62,3.77
West Bengal,Pulses,573.1,22.4,Silt,71.1,2.02,3.47
Gujarat,Cotton,1099.2,25.0,Silt,193.0,1.72,3.67
Rajasthan,Maize,724.7,22.2,Peaty,119.6,4.86,5.21
West Bengal,Wheat,1300.4,29.5,Sandy,157.3,2.98,5.05
Andhra Pradesh,Sugarcane,1087.4,18.0,Loamy,108.6,1.59,6.77
Andhra Pradesh,Cotton,648.0,18.1,Peaty,112.8,6.43,3.85
Andhra Pradesh,Soybean,670.7,24.3,Loamy,118.7,3.24,4.75
Bihar,Sugarcane,1051.4,25.1,Loamy,164.3,6.8,7.45
Andhra Pradesh,Wheat,834.4,18.7,Silt,132.5,4.56,4.6
Uttar Pradesh,Wheat,857.7,23.0,Silt,77.7,5.09,4.67
Rajasthan,Soybean,1218.1,24.0,Loamy,184.9,4.08,5.15
West Bengal,Rice,712.8,24.0,Loamy,108.3,0.5,5.48
Uttar Pradesh,Pulses,,26.8,Sandy,101.8,2.23,3.14
West Bengal,Wheat,1138.7,22.7,Clay,20.0,4.25,5.29
Gujarat,Soybean,1102.3,33.4,Silt,145.4,5.23,4.48
Gujarat,Pulses,860.1,28.4,Sandy,124.0,0.92,2.79
Uttar Pradesh,Cotton,827.8,22.0,Sandy,124.0,4.39,3.28
Gujarat,Wheat,465.3,26.5,Sandy,103.9,2.26,3.98
Andhra Pradesh,Pulses,635.9,26.6,Clay,97.0,4.97,4.65
Rajasthan,Rice,979.6,32.1,Clay,105.2,4.46,5.23
Uttar Pradesh,Cotton,865.5,23.0,,138.5,5.99,4.26
West Bengal,Pulses,918.7,29.8,Sandy,145.6,6.63,3.65
West Bengal,Soybean,1159.8,26.2,Sandy,110.8,5.42,4.47
Bihar,Wheat,,33.5,Sandy,158.0,6.22,3.71
Tamil Nadu,Soybean,841.0,32.5,Clay,116.8,3.8,4.49
Uttar Pradesh,Rice,947.2,27.0,Peaty,99.8,10.15,6.73
Rajasthan,Soybean,724.0,24.7,,127.9,2.06,4.18
Uttar Pradesh,Sugarcane,,28.5,Silt,65.6,3.44,7.02
Uttar Pradesh,Maize,1127.1,25.1,,129.3,6.3,6.4
Maharashtra,Maize,972.5,34.4,Peaty,58.3,6.01,5.45
Andhra Pradesh,Wheat,1348.6,26.4,Silt,78.9,5.47,5.86
Maharashtra,Pulses,525.3,24.0,Silt,39.3,5.85,4.42
Gujarat,Rice,898.1,23.7,,113.0,0.5,5.47
Bihar,Maize,991.6,19.9,Silt,184.4,7.68,5.34
Bihar,Cotton,671.4,28.8,Clay,115.3,4.09,4.27
Rajasthan,Sugarcane,975.2,21.9,Silt,145.7,6.99,7.28
Punjab,Cotton,623.4,31.5,Loamy,214.1,0.5,4.31
Punjab,Cotton,1072.6,19.5,Peaty,136.2,5.01,4.12
Tamil Nadu,Sugarcane,1164.5,26.6,Clay,89.4,3.37,7.19
Punjab,Pulses,968.1,31.8,Silt,94.9,5.64,3.45
Rajasthan,Maize,436.8,15.2,Loamy,120.0,5.13,4.74
Andhra Pradesh,Soybean,658.3,36.1,Loamy,94.7,5.23,3.55
Uttar Pradesh,Soybean,1041.2,23.9,Peaty,97.7,2.38,4.99
Maharashtra,Pulses,905.3,26.7,,159.4,4.39,3.88
Bihar,Pulses,226.5,28.9,Clay,161.0,4.14,3.75
Uttar Pradesh,Soybean,1210.7,29.6,Loamy,54.1,5.49,5.08
Tamil Nadu,Rice,934.2,27.4,Peaty,87.3,6.48,6.35
Andhra Pradesh,Soybean,695.2,31.0,Peaty,101.4,4.8,5.09
Bihar,Soybean,1148.7,28.6,Loamy,144.0,1.95,4.79
Andhra Pradesh,Maize,730.6,34.8,Silt,165.7,4.72,4.55
Gujarat,Sugarcane,727.9,28.6,Clay,228.1,9.72,7.17
Andhra Pradesh,Rice,,35.8,Silt,101.4,7.79,5.11
Tamil Nadu,Cotton,1345.3,30.5,Sandy,,0.5,4.19
Punjab,Soybean,1305.9,17.0,Loamy,143.5,4.63,4.81
West Bengal,Rice,989.9,39.1,Clay,92.7,6.36,4.03
Tamil Nadu,Maize,1015.6,23.1,Sandy,114.4,4.14,5.73
Rajasthan,Soybean,1097.9,33.5,Silt,103.4,3.58,3.88
Punjab,Cotton,585.8,26.1,Loamy,20.0,3.97,3.42
Andhra Pradesh,Pulses,1061.0,31.3,Peaty,,5.6,3.92
Andhra Pradesh,Wheat,716.5,22.6,,112.7,2.2,4.18
Rajasthan,Soybean,979.6,29.1,Peaty,170.8,6.88,4.45
Andhra Pradesh,Soybean,843.1,24.7,Peaty,120.2,4.39,4.77
Andhra Pradesh,Pulses,1025.3,33.9,Loamy,69.8,2.63,3.46
Gujarat,Rice,929.5,28.2,Loamy,109.7,6.75,6.83
Uttar Pradesh,Pulses,200.0,30.7,Silt,36.4,1.41,2.82
Maharashtra,Maize,944.7,15.2,Loamy,71.6,3.39,4.93
Tamil Nadu,Maize,1060.5,25.6,Loamy,145.4,3.36,5.61
Maharashtra,Maize,1011.5,,Sandy,110.1,8.79,5.62
Bihar,Sugarcane,874.4,27.1,Peaty,156.9,3.13,7.51
Karnataka,Sugarcane,1310.5,30.8,Silt,41.3,0.5,6.31
Andhra Pradesh,Cotton,977.8,24.2,Sandy,110.3,3.34,3.94
Tamil Nadu,Wheat,1009.4,26.2,Loamy,101.0,5.41,5.12
Bihar,Pulses,1161.1,31.9,Clay,158.2,6.07,4.43
Karnataka,Rice,990.6,14.6,Silt,146.9,9.05,5.9
West Bengal,Wheat,675.5,28.9,Loamy,145.7,7.31,5.45
Punjab,Sugarcane,290.4,24.3,Sandy,181.7,4.88,5.84
Maharashtra,Maize,780.7,21.4,Loamy,105.3,2.72,5.38
Punjab,Sugarcane,1090.2,27.7,Clay,173.4,7.75,7.18
Tamil Nadu,Pulses,811.7,32.1,Clay,78.2,3.76,3.3
Gujarat,Wheat,1100.3,31.2,Silt,76.8,3.18,4.86
Rajasthan,Rice,937.2,25.3,Peaty,150.1,3.67,6.35
Uttar Pradesh,Cotton,1222.0,30.4,Loamy,59.8,2.0,4.61
Punjab,Soybean,826.2,30.3,Silt,142.9,3.57,4.39
Maharashtra,Sugarcane,1016.9,25.6,Silt,124.1,4.03,6.61
Bihar,Maize,1026.5,22.5,Peaty,162.9,5.96,5.79
Gujarat,Sugarcane,,22.8,Peaty,117.6,3.72,7.15
West Bengal,Pulses,473.3,30.2,Loamy,122.2,1.97,3.52
Punjab,Cotton,785.4,25.8,Silt,140.4,1.29,4.48
Karnataka,Pulses,1112.1,20.8,Sandy,93.5,4.92,4.31
Maharashtra,Soybean,1286.5,17.6,Loamy,91.8,4.65,5.07
Punjab,Maize,960.0,30.2,Clay,139.0,3.39,5.31
Punjab,Rice,826.8,23.3,Peaty,,3.57,5.6
Rajasthan,Soybean,1089.3,27.7,Sandy,103.7,5.28,4.44
Gujarat,Rice,1117.2,32.2,,116.7,7.28,5.62
Rajasthan,Maize,810.1,19.5,Clay,183.8,2.94,5.69
Maharashtra,Rice,982.6,25.8,,102.3,4.68,5.73
West Bengal,Sugarcane,1195.1,25.1,Clay,101.1,6.42,7.43
Bihar,Maize,1372.6,27.9,Loamy,51.7,2.95,5.55
Bihar,Sugarcane,1085.7,32.2,Sandy,118.3,4.47,6.08
Maharashtra,Pulses,911.0,19.4,Peaty,146.3,4.42,4.31
Punjab,Soybean,886.5,28.8,Loamy,153.4,1.88,5.05
Rajasthan,Pulses,1039.3,31.2,Clay,124.3,4.84,3.9
Maharashtra,Wheat,871.1,25.1,Sandy,158.2,4.56,4.95
West Bengal,Cotton,947.4,25.3,Loamy,149.2,5.61,4.58
Maharashtra,Rice,635.5,28.1,Silt,164.5,2.13,5.56
Bihar,Pulses,1224.3,27.7,Clay,159.4,4.52,4.75
Bihar,Sugarcane,615.0,28.9,Loamy,182.8,7.26,7.25
West Bengal,Maize,792.0,28.8,Clay,113.2,8.65,5.39
Bihar,Cotton,924.4,21.1,Peaty,66.9,7.06,4.38
West Bengal,Sugarcane,1397.7,31.0,Peaty,146.5,2.15,7.39
Gujarat,Cotton,794.3,31.8,Sandy,151.2,5.4,3.03
Andhra Pradesh,Cotton,733.5,26.9,Sandy,182.8,3.53,3.35
Karnataka,Wheat,762.3,18.5,Peaty,171.3,5.07,5.14
Rajasthan,Cotton,1314.7,25.4,Loamy,197.8,2.96,4.8
Maharashtra,Maize,200.0,,Silt,144.8,1.07,3.99
Tamil Nadu,Soybean,649.3,20.3,Silt,129.2,3.81,4.65
Rajasthan,Pulses,1582.8,24.2,Silt,64.6,5.95,4.21
Maharashtra,Soybean,,19.0,Clay,132.3,5.08,4.5
Rajasthan,Wheat,623.5,29.0,Silt,97.9,5.31,4.46
West Bengal,Soybean,889.5,26.8,Silt,128.5,4.93,4.55
Maharashtra,Maize,916.9,17.8,Peaty,122.2,5.31,5.0
Bihar,Maize,1111.5,27.8,Loamy,138.9,5.56,6.31
Maharashtra,Pulses,1359.9,25.7,Silt,116.1,3.95,4.42
Uttar Pradesh,Pulses,997.1,,Peaty,157.4,4.67,4.71
Gujarat,Wheat,765.1,24.0,Clay,20.0,7.99,4.7
West Bengal,Maize,1096.8,22.0,Silt,127.6,4.78,6.3
Punjab,Soybean,725.4,22.1,Loamy,168.1,4.59,4.23
Rajasthan,Cotton,641.7,23.3,Silt,194.8,4.71,3.56
Karnataka,Rice,460.0,26.1,Silt,149.3,4.06,6.19
West Bengal,Cotton,508.7,26.7,Loamy,187.4,3.63,4.48
Andhra Pradesh,Pulses,675.9,25.0,Loamy,126.8,4.92,4.43
Gujarat,Rice,605.6,23.9,Silt,120.1,3.49,5.76
Maharashtra,Soybean,978.3,24.2,Clay,141.2,4.21,5.02
Maharashtra,Soybean,600.1,38.5,Sandy,,2.92,2.13
Maharashtra,Pulses,200.0,22.1,Loamy,88.7,4.72,3.4
Bihar,Maize,639.0,23.2,Peaty,99.4,5.67,5.84
Gujarat,Rice,782.0,40.0,Sandy,75.5,4.08,3.31
Andhra Pradesh,Cotton,748.6,28.1,Peaty,141.1,0.5,4.39
Punjab,Cotton,1279.9,19.1,Loamy,120.5,5.68,5.32
Karnataka,Maize,746.6,30.2,,105.6,4.74,5.26
Punjab,Soybean,1120.2,21.4,Silt,97.3,2.51,4.06
Punjab,Soybean,895.3,30.5,Silt,140.2,6.05,5.1
Tamil Nadu,Rice,889.4,24.9,Silt,151.2,1.7,5.36
Punjab,Soybean,691.2,23.8,Peaty,74.8,6.59,4.93
Rajasthan,Rice,885.3,34.0,Peaty,68.5,4.39,5.21
Punjab,Maize,708.7,28.8,Loamy,158.2,0.5,4.98
Rajasthan,Wheat,942.5,30.9,Clay,65.0,4.86,5.01
Rajasthan,Maize,840.9,28.2,Peaty,141.9,3.69,5.65
Karnataka,Pulses,663.8,23.8,Sandy,184.7,3.39,3.61
Gujarat,Cotton,1148.0,29.1,Peaty,184.8,3.02,4.26
Tamil Nadu,Sugarcane,1006.7,32.0,Sandy,149.5,4.25,6.0
Karnataka,Wheat,788.0,26.7,Loamy,148.4,3.53,5.02
Punjab,Sugarcane,936.4,35.0,Sandy,210.1,0.79,5.11
Bihar,Maize,879.0,30.3,,26.6,7.04,5.3
Maharashtra,Soybean,683.1,27.1,,101.4,4.01,5.0
Punjab,Pulses,917.6,27.3,Loamy,153.9,3.04,4.25
Rajasthan,Cotton,744.7,26.7,Clay,106.5,2.24,3.22
Punjab,Wheat,663.8,19.7,Peaty,169.6,6.04,5.55
Karnataka,Cotton,,25.5,Peaty,118.4,1.9,4.12
West Bengal,Wheat,810.3,27.1,Silt,125.3,4.77,4.91
Punjab,Cotton,1041.7,23.9,Loamy,109.0,3.33,4.49
Uttar Pradesh,Wheat,726.3,27.7,Silt,99.1,3.45,4.38
Tamil Nadu,Sugarcane,1530.2,,Peaty,98.1,2.29,8.1
Punjab,Maize,1121.4,,Silt,130.8,3.26,5.33
Uttar Pradesh,Rice,1226.1,29.3,Sandy,89.0,4.52,4.97
Bihar,Wheat,1098.8,26.8,Sandy,158.1,4.97,4.99
West Bengal,Pulses,1363.2,19.2,Clay,146.1,2.93,4.52
Uttar Pradesh,Soybean,703.2,35.0,Clay,164.0,4.32,3.7
Punjab,Soybean,259.8,25.3,Silt,74.8,6.28,3.83
Tamil Nadu,Wheat,788.5,25.6,Loamy,52.0,1.17,4.5
Punjab,Maize,1039.6,24.3,Loamy,119.8,4.49,5.64
Gujarat,Pulses,937.9,23.6,Clay,236.0,2.6,4.66
Tamil Nadu,Sugarcane,968.9,33.7,Silt,170.6,2.39,6.0
Gujarat,Wheat,1230.2,32.9,Silt,97.8,5.02,4.11
Karnataka,Wheat,995.5,28.2,Sandy,137.0,3.41,4.69
Punjab,Rice,1099.7,25.5,Sandy,149.1,2.07,5.58
Uttar Pradesh,Pulses,665.1,29.1,Loamy,65.3,7.15,3.99
Karnataka,Rice,,26.4,Clay,174.8,6.34,5.65
Maharashtra,Pulses,1303.5,25.0,Loamy,,0.64,3.96
Andhra Pradesh,Sugarcane,925.2,27.7,Silt,116.4,1.55,6.88
Bihar,Pulses,744.2,23.8,Silt,121.0,5.69,4.08
Andhra Pradesh,Soybean,744.7,27.3,,165.8,3.93,4.75
Andhra Pradesh,Maize,737.7,27.0,Clay,89.8,7.5,5.61
Uttar Pradesh,Soybean,722.8,29.0,Clay,51.7,5.73,4.48
Uttar Pradesh,Rice,579.2,22.9,Peaty,,5.1,5.84
Uttar Pradesh,Maize,524.9,29.6,Sandy,38.3,2.46,4.05
Andhra Pradesh,Rice,851.2,21.5,Silt,108.0,5.48,6.24
Andhra Pradesh,Wheat,751.8,23.1,Sandy,167.5,1.95,4.81
Gujarat,Wheat,1176.8,23.4,Silt,143.2,7.11,5.04
Punjab,Rice,973.3,20.6,Sandy,161.7,5.34,5.47
Karnataka,Wheat,966.3,31.1,Clay,144.8,2.85,5.02
Maharashtra,Maize,714.2,21.2,,216.4,6.11,6.34
Bihar,Wheat,869.7,22.5,Silt,,8.98,5.83
Tamil Nadu,Wheat,990.3,,Silt,135.9,4.06,4.31
Karnataka,Pulses,1079.0,23.1,Peaty,102.5,5.6,4.96
Andhra Pradesh,Wheat,876.5,25.1,Clay,158.3,3.64,5.13
Tamil Nadu,Wheat,1169.8,20.9,Loamy,,4.67,5.88
West Bengal,Wheat,902.0,30.2,Sandy,188.8,1.49,4.45
Andhra Pradesh,Wheat,1098.2,30.2,Clay,98.8,4.5,4.56
Maharashtra,Cotton,777.5,29.7,Sandy,176.3,4.59,3.8
Uttar Pradesh,Soybean,446.9,28.7,Clay,143.7,8.1,4.87
Tamil Nadu,Soybean,967.1,26.4,Clay,118.7,0.91,4.39
Uttar Pradesh,Sugarcane,1081.3,23.4,Clay,141.7,3.94,6.98
Maharashtra,Wheat,1043.8,21.9,Clay,130.5,7.08,4.82
Karnataka,Soybean,1005.5,32.4,Silt,134.2,4.02,4.41
Tamil Nadu,Wheat,812.9,29.8,Sandy,111.7,4.16,4.38
Bihar,Sugarcane,698.3,22.5,Sandy,91.9,2.83,5.7
Gujarat,Maize,1037.9,26.2,Loamy,106.6,2.63,5.65
Rajasthan,Pulses,1006.6,24.5,Sandy,52.7,0.85,3.23
Rajasthan,Maize,759.8,,Loamy,153.7,3.24,5.26
Bihar,Sugarcane,1177.4,26.9,Clay,70.6,2.52,6.86
Punjab,Cotton,679.3,23.9,Sandy,111.3,4.74,3.04
Karnataka,Cotton,754.1,21.2,Loamy,145.9,2.92,4.76
Punjab,Pulses,1309.1,18.6,Clay,153.6,3.54,4.06
West Bengal,Sugarcane,1117.1,18.2,Clay,49.0,3.6,6.03
Andhra Pradesh,Maize,810.5,24.1,Peaty,116.3,4.4,4.79
West Bengal,Cotton,971.8,25.6,Peaty,138.4,3.44,4.91
Maharashtra,Sugarcane,938.7,21.6,Loamy,122.1,2.38,7.17
Tamil Nadu,Maize,213.6,29.3,Silt,,4.67,4.86
Maharashtra,Rice,673.4,25.7,Silt,87.1,6.63,6.15
Karnataka,Cotton,887.3,28.9,Clay,38.0,4.76,4.28
Tamil Nadu,Wheat,810.8,25.1,Sandy,,3.28,4.59
Rajasthan,Rice,961.8,22.1,Silt,98.5,4.25,5.77
Bihar,Maize,1182.4,26.6,Clay,,0.5,4.97
Tamil Nadu,Soybean,819.6,19.7,Loamy,113.7,4.22,4.81
Tamil Nadu,Soybean,635.6,28.7,Clay,,3.7,4.88
Karnataka,Rice,981.2,21.3,Clay,69.5,2.63,5.67
West Bengal,Maize,818.3,30.6,Clay,213.4,3.0,5.67
Rajasthan,Rice,861.0,24.3,Clay,86.5,3.68,6.01
Karnataka,Soybean,827.1,31.3,Loamy,123.5,6.48,4.87
Andhra Pradesh,Rice,1460.5,20.4,Peaty,71.2,6.68,7.4
Rajasthan,Soybean,339.8,22.6,Loamy,121.7,2.64,4.94
Gujarat,Soybean,802.9,27.9,Silt,114.7,3.46,4.98
Tamil Nadu,Sugarcane,899.1,31.9,Silt,60.4,3.51,5.88
Punjab,Maize,704.7,34.3,Silt,233.0,6.12,5.43
Maharashtra,Pulses,1125.0,26.2,Peaty,100.2,4.79,4.48
Bihar,Sugarcane,1103.3,,Loamy,100.2,4.69,6.28
Tamil Nadu,Sugarcane,888.1,24.6,Clay,158.8,5.57,6.32
Bihar,Soybean,832.3,31.5,Loamy,192.6,3.31,4.68
Maharashtra,Pulses,872.0,21.3,Sandy,165.1,7.23,3.36
Uttar Pradesh,Wheat,873.8,28.1,Silt,72.0,4.5,4.97
West Bengal,Pulses,880.4,,Peaty,128.6,2.79,2.64
West Bengal,Soybean,853.0,20.4,Clay,44.7,4.04,4.9
West Bengal,Rice,963.1,28.3,Clay,156.1,6.96,6.41
Punjab,Maize,1088.3,19.4,Peaty,54.6,3.65,6.17
Gujarat,Soybean,592.4,28.1,Silt,87.9,6.4,4.01
Uttar Pradesh,Rice,637.3,30.5,Silt,119.9,3.25,5.86
Uttar Pradesh,Cotton,462.9,23.5,Sandy,137.8,2.97,2.73
West Bengal,Sugarcane,1116.6,21.2,Sandy,109.6,5.82,6.63
Rajasthan,Sugarcane,962.6,23.6,Clay,180.8,2.75,6.69
Bihar,Pulses,1026.3,21.2,Silt,148.9,6.15,4.01
Punjab,Wheat,542.6,25.5,Clay,145.8,5.2,4.76
Maharashtra,Maize,1346.2,26.5,Peaty,70.8,2.75,5.52
Uttar Pradesh,Pulses,747.8,24.5,Loamy,188.0,4.36,3.96
Karnataka,Cotton,942.1,34.4,Sandy,87.9,3.4,2.7
Karnataka,Rice,1113.6,22.4,Clay,189.5,5.2,6.34
Andhra Pradesh,Maize,653.3,33.0,Silt,200.9,8.28,5.37
Uttar Pradesh,Maize,763.4,20.8,Silt,140.5,3.76,5.23
Tamil Nadu,Cotton,944.8,26.4,Peaty,161.3,5.57,5.11
Andhra Pradesh,Rice,1614.4,31.9,Silt,20.0,4.55,5.2
Maharashtra,Sugarcane,975.3,31.7,Clay,112.2,4.55,6.41
Maharashtra,Cotton,1301.6,23.9,Clay,164.1,4.17,4.96
Maharashtra,Sugarcane,1201.4,28.8,Peaty,157.0,2.79,7.28
West Bengal,Rice,992.0,28.1,Sandy,71.2,5.17,5.18
Bihar,Sugarcane,652.7,23.3,Loamy,108.3,3.92,7.27
Karnataka,Pulses,1164.9,29.1,Peaty,20.0,2.69,3.71
Bihar,Wheat,525.5,35.3,Silt,136.5,6.53,3.57
Gujarat,Maize,1300.2,28.4,Loamy,44.7,4.7,6.06
West Bengal,Sugarcane,950.0,28.8,Silt,165.2,4.04,6.77
West Bengal,Sugarcane,237.4,29.4,Silt,167.3,7.18,6.18
Andhra Pradesh,Sugarcane,814.9,18.7,Silt,101.0,0.83,5.75
Rajasthan,Cotton,1063.5,28.3,Peaty,140.9,7.05,4.41
Gujarat,Sugarcane,840.7,20.9,Sandy,111.3,2.74,5.92
Bihar,Sugarcane,1078.8,23.1,Sandy,129.7,4.92,6.99
Gujarat,Wheat,687.5,36.8,Silt,74.1,3.32,3.37
Bihar,Soybean,573.5,24.7,Loamy,144.9,2.65,4.99
Maharashtra,Cotton,882.1,22.3,Loamy,54.4,7.13,4.77
West Bengal,Wheat,907.9,31.8,,46.8,8.21,4.75
Punjab,Maize,812.9,21.3,Clay,115.1,4.06,4.72
Tamil Nadu,Cotton,1206.8,23.8,Sandy,111.6,5.17,3.8
Maharashtra,Wheat,687.4,32.2,Clay,130.9,4.61,4.24
Andhra Pradesh,Pulses,978.3,26.2,Clay,94.0,7.96,4.12
Andhra Pradesh,Rice,917.0,18.2,Sandy,195.4,0.5,5.07
Gujarat,Maize,510.8,28.7,Peaty,126.4,5.25,5.69
Gujarat,Cotton,570.2,24.0,Sandy,129.3,3.05,4.23
Uttar Pradesh,Soybean,903.0,33.7,Loamy,127.9,0.5,3.57
Uttar Pradesh,Soybean,1395.3,23.0,Clay,160.1,3.78,5.68
Uttar Pradesh,Soybean,1044.8,31.3,Loamy,143.0,8.2,5.62
Rajasthan,Rice,468.6,34.9,Peaty,137.7,3.19,4.75
Punjab,Soybean,200.0,21.7,Clay,149.4,6.08,4.38
Rajasthan,Soybean,,25.0,Clay,47.0,6.9,5.32
Maharashtra,Cotton,,27.9,,48.5,4.47,4.34
Rajasthan,Cotton,1185.3,21.7,Sandy,117.0,4.74,3.95
Tamil Nadu,Wheat,679.8,27.4,Peaty,,1.07,4.52
Tamil Nadu,Soybean,987.6,24.9,Sandy,143.2,3.07,3.41
Rajasthan,Pulses,1111.5,24.8,Silt,120.8,6.31,4.38
Andhra Pradesh,Cotton,788.1,26.2,Loamy,143.3,4.62,4.34
Tamil Nadu,Cotton,793.5,26.4,Loamy,70.2,5.23,4.12
Karnataka,Cotton,906.3,26.8,Silt,119.6,4.77,4.39
Tamil Nadu,Wheat,1035.7,23.0,Loamy,66.4,8.88,5.18
Punjab,Sugarcane,896.4,23.2,Sandy,135.5,3.64,6.65
Uttar Pradesh,Soybean,1143.5,25.4,Clay,44.9,7.71,5.14
Karnataka,Pulses,784.5,25.8,Loamy,133.9,4.77,4.25
West Bengal,Pulses,,23.8,Sandy,61.2,7.89,3.43
